Pulsar,ObservationID,ATNF Period (s),ATNF DM,Bextprof DM,Bestprof sigma,Bestprof location,Plot location,Archive locaion,Flux Density (mJy),Flux Density Uncertainty (mJy),SN,SN Uncertainty,Predicted SN,Predicted SN Uncertainty,Searched Bool,Search offset (deg),Search Bestprof location,Search Bestprof sigma,Search SN,Search SN Uncertainty
J1202-5820,1301240224,0.45280309753690035,145.41,145.912,28.1,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1202-5820_12:02:28.32_-58:20:33.64_b256_452.79ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1202-5820_12:02:28.32_-58:20:33.64_b256_452.79ms_Cand.pfd.png,/astro/mwavcs/vcs/1301240224/dpp/1301240224_J1202-5820/1301240224_J1202-5820_archive.ar,88.371,10.662,13.882152880178822,1.9632328878085614,,,,,,,,
J1224-6407,1267459328,0.21647979787011593,97.686,97.806,29.1,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1224-6407.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1224-6407.prepfold.ps,,54.261,7.052,13.001902660253918,1.300190266025392,,,,,,,,
J1224-6407,1301240224,0.21647979787011593,97.686,97.775,49.9,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1224-6407_12:24:22.25_-64:07:53.87_b512_216.47ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1224-6407_12:24:22.25_-64:07:53.87_b512_216.47ms_Cand.pfd.png,/astro/mwavcs/vcs/1301240224/dpp/1301240224_J1224-6407/1301240224_J1224-6407_archive.ar,88.983,9.4,18.149127985895305,1.8149127985895306,,,,,,,,
J1225-5556,1267459328,1.018452868182,125.835,125.612,12.6,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1225-5556.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1225-5556.prepfold.ps,,14.763,5.589,11.91327804967317,2.431787698799868,,,,,,,,
J1239-6832,1301240224,1.3019225299692834,94.3,93.950,28.6,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1239-6832_12:39:58.96_-68:32:28.94_b256_1301.82ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1239-6832_12:39:58.96_-68:32:28.94_b256_1301.82ms_Cand.pfd.png,/astro/mwavcs/vcs/1301240224/dpp/1301240224_J1239-6832/1301240224_J1239-6832_archive.ar,25.543,6.692,20.75922226325057,2.935797366900646,,,,,,,,
J1240-4124,1267459328,0.51224209318,44.1,43.279,15.7,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1240-4124.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1240-4124.prepfold.ps,,21.199,7.842,17.846471088644087,2.5238721454059805,,,,,,,,
J1240-4124,1301412552,0.51224209318,44.1,43.304,25.2,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1240-4124_12:40:17.61_-41:24:51.70_b256_512.22ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1240-4124_12:40:17.61_-41:24:51.70_b256_512.22ms_Cand.pfd.png,/astro/mwavcs/vcs/1301412552/dpp/1301412552_J1240-4124/1301412552_J1240-4124_archive.ar,34.183,9.162,22.19376137618854,3.1386718338277997,,,,,,,,
J1257-1027,1300809400,0.6173076699954868,29.634,29.663,15.3,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300809400/pf_1300809400_J1257-1027_12:57:04.76_-10:27:05.55_b128_617.28ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300809400/pf_1300809400_J1257-1027_12:57:04.76_-10:27:05.55_b128_617.28ms_Cand.pfd.png,/astro/mwavcs/vcs/1300809400/dpp/1300809400_J1257-1027/1300809400_J1257-1027_archive.ar,29.214,9.212,18.010067426886298,3.6762896190826178,,,,,,,,
J1300+1240,1300981728,0.00621853194840048,10.1655,10.153,23.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300981728/pf_1300981728_J1300+1240_13:00:03.57_+12:40:56.47_b50_PSR_J1300+1240.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300981728/pf_1300981728_J1300+1240_13:00:03.57_+12:40:56.47_b50_PSR_J1300+1240.pfd.png,/astro/mwavcs/vcs/1300981728/dpp/1300981728_J1300+1240/1300981728_J1300+1240_archive.ar,43.259,10.288,5.351754183476615,23.435975794595944,,,,,,,,
J1300+1240,1301847296,0.00621853194840048,10.1655,10.155,16.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301847296/pf_1301847296_J1300+1240_13:00:03.57_+12:40:56.47_b50_PSR_J1300+1240.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301847296/pf_1301847296_J1300+1240_13:00:03.57_+12:40:56.47_b50_PSR_J1300+1240.pfd.png,/astro/mwavcs/vcs/1301847296/dpp/1301847296_J1300+1240/1301847296_J1300+1240_archive.ar,33.576,8.787,9.42391642259073,26.675868640623968,,,,,,,,
J1311-1228,1300809400,0.4475177112318076,36.214,36.238,71.7,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300809400/pf_1300809400_J1311-1228_13:11:52.64_-12:28:01.63_b1024_447.50ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300809400/pf_1300809400_J1311-1228_13:11:52.64_-12:28:01.63_b1024_447.50ms_Cand.pfd.png,/astro/mwavcs/vcs/1300809400/dpp/1300809400_J1311-1228/1300809400_J1311-1228_archive.ar,101.528,12.77,33.72263088048869,2.372716028935776,,,,,,,,
J1311-1228,1301674968,0.4475177112318076,36.214,36.284,16.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301674968/pf_1301674968_J1311-1228_13:11:52.64_-12:28:01.63_b128_447.52ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301674968/pf_1301674968_J1311-1228_13:11:52.64_-12:28:01.63_b128_447.52ms_Cand.pfd.png,/astro/mwavcs/vcs/1301674968/dpp/1301674968_J1311-1228/1301674968_J1311-1228_archive.ar,22.41,7.655,17.475543352117995,3.567180349214649,,,,,,,,
J1311-1228,1301847296,0.4475177112318076,36.214,36.247,33.7,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301847296/pf_1301847296_J1311-1228_13:11:52.64_-12:28:01.63_b512_447.51ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301847296/pf_1301847296_J1311-1228_13:11:52.64_-12:28:01.63_b512_447.51ms_Cand.pfd.png,/astro/mwavcs/vcs/1301847296/dpp/1301847296_J1311-1228/1301847296_J1311-1228_archive.ar,50.821,9.221,26.078470509251133,2.6078470509251135,,,,,,,,
J1312-5402,1267459328,0.7281543942054414,133.0,135.914,7.9,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1312-5402.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1312-5402.prepfold.ps,,25.864,6.06,8.450121033174923,1.7248737330031974,,,,,,,,
J1313+0931,1300981728,0.84893275073,12.040623,12.076,17.4,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300981728/pf_1300981728_J1313+0931_13:13:23.00_+09:31:56.00_b128_848.89ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1300981728/pf_1300981728_J1313+0931_13:13:23.00_+09:31:56.00_b128_848.89ms_Cand.pfd.png,/astro/mwavcs/vcs/1300981728/dpp/1300981728_J1313+0931/1300981728_J1313+0931_archive.ar,28.798,9.256,21.45982003332943,4.380467421134449,,,,,,,,
J1313+0931,1301847296,0.84893275073,12.040623,12.047,30.7,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301847296/pf_1301847296_J1313+0931_13:13:23.00_+09:31:56.00_b512_848.91ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301847296/pf_1301847296_J1313+0931_13:13:23.00_+09:31:56.00_b512_848.91ms_Cand.pfd.png,/astro/mwavcs/vcs/1301847296/dpp/1301847296_J1313+0931/1301847296_J1313+0931_archive.ar,36.788,7.902,23.3214045675566,2.33214045675566,,,,,,,,
J1320-5359,1267459328,0.27973768328216575,97.1,97.346,33.9,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1320-5359.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1267459328/1267459328_J1320-5359.prepfold.ps,,64.7,6.619,13.164922442542837,0.9262807107137857,,,,,,,,
J1320-5359,1301412552,0.27973768328216575,97.1,97.318,12.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1320-5359_13:20:53.92_-53:59:05.00_b128_279.74ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1320-5359_13:20:53.92_-53:59:05.00_b128_279.74ms_Cand.pfd.png,/astro/mwavcs/vcs/1301412552/dpp/1301412552_J1320-5359/1301412552_J1320-5359_archive.ar,36.124,9.035,10.704219508888958,2.1849896576269243,,,,,,,,
J1328-4357,1301412552,0.53269880337,42.0,41.307,29.5,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1328-4357_13:28:06.43_-43:57:44.12_b512_532.69ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1328-4357_13:28:06.43_-43:57:44.12_b512_532.69ms_Cand.pfd.png,/astro/mwavcs/vcs/1301412552/dpp/1301412552_J1328-4357/1301412552_J1328-4357_archive.ar,54.906,9.26,20.626952962359734,2.0626952962359733,,,,,,,,
J1332-3032,1301674968,0.6504344906472496,15.1,14.707,21.6,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301674968/pf_1301674968_J1332-3032_13:32:52.48_-30:32:17.30_b256_650.43ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301674968/pf_1301674968_J1332-3032_13:32:52.48_-30:32:17.30_b256_650.43ms_Cand.pfd.png,/astro/mwavcs/vcs/1301674968/dpp/1301674968_J1332-3032/1301674968_J1332-3032_archive.ar,50.829,8.518,12.128843217576065,1.7152774574192997,,,,,,,,
J1335-3642,1301412552,0.399192,41.82,41.859,21.9,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1335-3642_13:35:36.00_-36:42:00.00_b256_399.17ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1335-3642_13:35:36.00_-36:42:00.00_b256_399.17ms_Cand.pfd.png,/astro/mwavcs/vcs/1301412552/dpp/1301412552_J1335-3642/1301412552_J1335-3642_archive.ar,48.87,8.887,13.18811579067462,1.865081221331882,,,,,,,,
J1340-6456,1301240224,0.37862206628,76.99,76.710,16.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1340-6456_13:40:00.32_-64:56:42.90_b128_378.61ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1340-6456_13:40:00.32_-64:56:42.90_b128_378.61ms_Cand.pfd.png,/astro/mwavcs/vcs/1301240224/dpp/1301240224_J1340-6456/1301240224_J1340-6456_archive.ar,23.612,6.549,12.064478170680925,2.462651294259541,,,,,,,,
J1355-5153,1301412552,0.6443045081669496,112.1,111.483,59.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1355-5153_13:55:58.69_-51:53:53.95_b512_644.26ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1355-5153_13:55:58.69_-51:53:53.95_b512_644.26ms_Cand.pfd.png,/astro/mwavcs/vcs/1301412552/dpp/1301412552_J1355-5153/1301412552_J1355-5153_archive.ar,84.533,12.62,27.64595694808148,2.764595694808148,,,,,,,,
J1355-5153,1302106648,0.6443045081669496,112.1,111.500,71.5,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1355-5153_13:55:58.69_-51:53:53.95_b1024_644.26ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1355-5153_13:55:58.69_-51:53:53.95_b1024_644.26ms_Cand.pfd.png,/astro/mwavcs/vcs/1302106648/dpp/1302106648_J1355-5153/1302106648_J1355-5153_archive.ar,146.325,16.308,28.695220472578622,2.0189886670000723,,,,,,,,
J1418-3921,1301412552,1.0968060034,60.49,60.215,42.4,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1418-3921_14:18:50.28_-39:21:18.51_b512_1096.70ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301412552/pf_1301412552_J1418-3921_14:18:50.28_-39:21:18.51_b512_1096.70ms_Cand.pfd.png,/astro/mwavcs/vcs/1301412552/dpp/1301412552_J1418-3921/1301412552_J1418-3921_archive.ar,64.287,9.965,19.09029512914865,1.909029512914865,,,,,,,,
J1418-3921,1301674968,1.0968060034,60.49,60.184,15.1,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301674968/pf_1301674968_J1418-3921_14:18:50.28_-39:21:18.51_b128_1096.83ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301674968/pf_1301674968_J1418-3921_14:18:50.28_-39:21:18.51_b128_1096.83ms_Cand.pfd.png,/astro/mwavcs/vcs/1301674968/dpp/1301674968_J1418-3921/1301674968_J1418-3921_archive.ar,28.881,8.359,17.733733920773172,3.6198832783483335,,,,,,,,
J1418-3921,1302106648,1.0968060034,60.49,60.315,22.6,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1418-3921_14:18:50.28_-39:21:18.51_b256_1096.71ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1418-3921_14:18:50.28_-39:21:18.51_b256_1096.71ms_Cand.pfd.png,/astro/mwavcs/vcs/1302106648/dpp/1302106648_J1418-3921/1302106648_J1418-3921_archive.ar,53.151,11.527,17.330897835314094,2.4509590766803706,,,,,,,,
J1418-3921,1302282040,1.0968060034,60.49,60.204,21.3,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1418-3921_14:18:50.28_-39:21:18.51_b256_1096.72ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1418-3921_14:18:50.28_-39:21:18.51_b256_1096.72ms_Cand.pfd.png,/astro/mwavcs/vcs/1302282040/dpp/1302282040_J1418-3921/1302282040_J1418-3921_archive.ar,54.966,12.511,15.257168712546491,2.1576894916697698,,,,,,,,
J1430-6623,1301240224,0.7854433453623382,65.102,65.073,50.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1430-6623_14:30:40.73_-66:23:05.55_b512_785.38ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1430-6623_14:30:40.73_-66:23:05.55_b512_785.38ms_Cand.pfd.png,/astro/mwavcs/vcs/1301240224/dpp/1301240224_J1430-6623/1301240224_J1430-6623_archive.ar,44.903,8.6,35.10688396276143,3.510688396276143,,,,,,,,
J1430-6623,1302106648,0.7854433453623382,65.102,65.081,61.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1430-6623_14:30:40.73_-66:23:05.55_b1024_785.38ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1430-6623_14:30:40.73_-66:23:05.55_b1024_785.38ms_Cand.pfd.png,/astro/mwavcs/vcs/1302106648/dpp/1302106648_J1430-6623/1302106648_J1430-6623_archive.ar,111.522,15.184,34.731554941172874,2.443703678127447,,,,,,,,
J1440-6344,1302106648,0.45960672390058893,124.2,123.914,20.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1440-6344_14:40:31.26_-63:44:48.40_b256_459.58ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1440-6344_14:40:31.26_-63:44:48.40_b256_459.58ms_Cand.pfd.png,/astro/mwavcs/vcs/1302106648/dpp/1302106648_J1440-6344/1302106648_J1440-6344_archive.ar,60.005,12.339,17.704430965469562,2.5037846385465246,,,,,,,,
J1453-6413,1302106648,0.17948680442303885,71.248,71.072,422.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1453-6413_14:53:32.66_-64:13:16.00_b1024_179.48ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1453-6413_14:53:32.66_-64:13:16.00_b1024_179.48ms_Cand.pfd.png,/astro/mwavcs/vcs/1302106648/dpp/1302106648_J1453-6413/1302106648_J1453-6413_archive.ar,589.86,63.857,110.03962262462191,7.742360830173186,,,,,,,,
J1455-3330,1302282040,0.007987204806683728,13.569773,13.570,16.7,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1455-3330_14:55:47.96_-33:30:46.39_b50_PSR_J1455-3330.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1455-3330_14:55:47.96_-33:30:46.39_b50_PSR_J1455-3330.pfd.png,/astro/mwavcs/vcs/1302282040/dpp/1302282040_J1455-3330/1302282040_J1455-3330_archive.ar,58.035,14.42,7.789890938964517,30.033148642865168,,,,,,,,
J1456-6843,1301240224,0.26337690718181694,8.613,8.620,146.2,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1456-6843_14:55:59.92_-68:43:39.50_b1024_263.36ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1301240224/pf_1301240224_J1456-6843_14:55:59.92_-68:43:39.50_b1024_263.36ms_Cand.pfd.png,/astro/mwavcs/vcs/1301240224/dpp/1301240224_J1456-6843/1301240224_J1456-6843_archive.ar,236.497,20.05,53.702543653384325,3.778497786029253,,,,,,,,
J1456-6843,1302106648,0.26337690718181694,8.613,8.620,179.5,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1456-6843_14:55:59.92_-68:43:39.50_b1024_263.36ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1456-6843_14:55:59.92_-68:43:39.50_b1024_263.36ms_Cand.pfd.png,/astro/mwavcs/vcs/1302106648/dpp/1302106648_J1456-6843/1302106648_J1456-6843_archive.ar,432.523,35.617,51.117356718654634,3.596604668034789,,,,,,,,
J1507-4352,1302282040,0.286758499837462,48.7,49.157,66.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1507-4352_15:07:34.17_-43:52:04.05_b1024_286.74ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1507-4352_15:07:34.17_-43:52:04.05_b1024_286.74ms_Cand.pfd.png,/astro/mwavcs/vcs/1302282040/dpp/1302282040_J1507-4352/1302282040_J1507-4352_archive.ar,124.452,15.705,25.07853237909772,1.7645193807372281,,,,,,,,
J1510-4422,1302282040,0.9438712975,84.0,84.225,12.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1510-4422_15:10:48.90_-44:22:07.00_b128_943.78ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1510-4422_15:10:48.90_-44:22:07.00_b128_943.78ms_Cand.pfd.png,/astro/mwavcs/vcs/1302282040/dpp/1302282040_J1510-4422/1302282040_J1510-4422_archive.ar,50.992,12.521,13.181447398295996,2.690651683096838,,,,,,,,
J1527-3931,1302282040,2.417605394365937,48.8,48.775,23.9,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1527-3931_15:27:58.82_-39:31:34.20_b100_2417.61ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1527-3931_15:27:58.82_-39:31:34.20_b100_2417.61ms_Cand.pfd.png,/astro/mwavcs/vcs/1302282040/dpp/1302282040_J1527-3931/1302282040_J1527-3931_archive.ar,30.698,12.693,23.9778802779484,5.6516405810054975,,,,,,,,
J1534-5334,1302106648,1.3688822425450322,24.82,24.705,68.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1534-5334_15:34:08.27_-53:34:19.66_b1024_1368.72ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302106648/pf_1302106648_J1534-5334_15:34:08.27_-53:34:19.66_b1024_1368.72ms_Cand.pfd.png,/astro/mwavcs/vcs/1302106648/dpp/1302106648_J1534-5334/1302106648_J1534-5334_archive.ar,131.96,16.184,36.27452407085019,2.5522666072510067,,,,,,,,
J1534-5334,1302282040,1.3688822425450322,24.82,24.679,39.7,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1534-5334_15:34:08.27_-53:34:19.66_b512_1368.73ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1534-5334_15:34:08.27_-53:34:19.66_b512_1368.73ms_Cand.pfd.png,/astro/mwavcs/vcs/1302282040/dpp/1302282040_J1534-5334/1302282040_J1534-5334_archive.ar,94.908,16.519,30.518756371599167,3.0518756371599167,,,,,,,,
J1536-4948,1302282040,0.0030799140584053327,38.00125,38.011,4.4,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1536-4948_15:36:00.00_-49:48:00.00_b31_3.08ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302282040/pf_1302282040_J1536-4948_15:36:00.00_-49:48:00.00_b31_3.08ms_Cand.pfd.png,/astro/mwavcs/vcs/1302282040/dpp/1302282040_J1536-4948/1302282040_J1536-4948_archive.ar,13.263,12.202,8.679942314061243,19.316978057665136,,,,,,,,
J1543+0929,1302540536,0.7484484162291084,34.9758,34.966,134.4,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302540536/pf_1302540536_J1543+0929_15:43:38.82_+09:29:16.33_b1024_748.40ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302540536/pf_1302540536_J1543+0929_15:43:38.82_+09:29:16.33_b1024_748.40ms_Cand.pfd.png,/astro/mwavcs/vcs/1302540536/dpp/1302540536_J1543+0929/1302540536_J1543+0929_archive.ar,426.157,27.803,26.471365134694942,1.8625187514430412,,,,,,,,
J1543-0620,1302712864,0.7090640697858092,18.3,18.371,208.5,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302712864/pf_1302712864_J1543-0620_15:43:30.13_-06:20:45.33_b1024_709.01ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1302712864/pf_1302712864_J1543-0620_15:43:30.13_-06:20:45.33_b1024_709.01ms_Cand.pfd.png,/astro/mwavcs/vcs/1302712864/dpp/1302712864_J1543-0620/1302712864_J1543-0620_archive.ar,269.464,34.856,68.96454928247358,4.852328754857963,,,,,,,,
J2048-1616,1222435400,1.9615723036126127,11.456,11.513,53.7,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222435400/pf_1222435400_J2048-1616_20:48:35.64_-16:16:44.55_b512_1961.61ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222435400/pf_1222435400_J2048-1616_20:48:35.64_-16:16:44.55_b512_1961.61ms_Cand.pfd.png,/astro/mwavcs/vcs/1222435400/dpp/1222435400_J2048-1616/1222435400_J2048-1616_archive.ar,69.158,9.944,32.13553582161542,3.213553582161542,,,,,,,,
J2108-3429,1222435400,1.4231018383,30.22,29.757,6.9,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222435400/pf_1222435400_J2108-3429_21:08:30.49_-34:29:37.90_b100_1423.10ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222435400/pf_1222435400_J2108-3429_21:08:30.49_-34:29:37.90_b100_1423.10ms_Cand.pfd.png,/astro/mwavcs/vcs/1222435400/dpp/1222435400_J2108-3429/1222435400_J2108-3429_archive.ar,12.629,5.179,7.473033970419934,1.7614109988404552,,,,,,,,
J2145-0750,1221832280,0.016052423921072694,9.00425,9.007,144.9,/astro/mwavcs/vcs/1221832280/dpp/1221832280_J2145-0750/pf_1221832280_J2145-0750_21:45:50.45_-07:50:18.49_b161_PSR_J2145-0750.pfd.bestprof,/astro/mwavcs/vcs/1221832280/dpp/1221832280_J2145-0750/pf_1221832280_J2145-0750_21:45:50.45_-07:50:18.49_b161_PSR_J2145-0750.pfd.png,/astro/mwavcs/vcs/1221832280/dpp/1221832280_J2145-0750/1221832280_J2145-0750_archive.ar,775.89,140.644,56.36599371353837,13.285592127720431,,,,,,,,
J2145-0750,1222697776,0.016052423921072694,9.00425,9.008,24.6,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2145-0750_21:45:50.45_-07:50:18.51_b161_PSR_J2145-0750.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2145-0750_21:45:50.45_-07:50:18.51_b161_PSR_J2145-0750.pfd.png,/astro/mwavcs/vcs/1222697776/dpp/1222697776_J2145-0750/1222697776_J2145-0750_archive.ar,61.131,11.079,9.230806363981019,1.6853069565048822,,,,,,,,
J2155-3118,1222435400,1.03000211203956,14.85,14.855,277.8,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222435400/pf_1222435400_J2155-3118_21:55:13.61_-31:18:54.66_b1024_1030.04ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222435400/pf_1222435400_J2155-3118_21:55:13.61_-31:18:54.66_b1024_1030.04ms_Cand.pfd.png,/astro/mwavcs/vcs/1222435400/dpp/1222435400_J2155-3118/1222435400_J2155-3118_archive.ar,222.818,28.221,109.88956903446471,7.731803096411928,,,,,,,,
J2222-0137,1221832280,0.032817859064378854,3.2826,3.270,15.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1221832280/pf_1221832280_J2222-0137_22:22:05.96_-01:37:15.72_b164_PSR_J2222-0137.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1221832280/pf_1221832280_J2222-0137_22:22:05.96_-01:37:15.72_b164_PSR_J2222-0137.pfd.png,/astro/mwavcs/vcs/1221832280/dpp/1221832280_J2222-0137/1221832280_J2222-0137_archive.ar,31.015,6.741,13.251351503308864,2.419354711930753,,,,,,,,
